uf;br_formatada;municipio;mes;trimestre;dia_semana;dia_semana_num;fim_de_semana;hora;faixa_horaria;turno;fase_dia;causa_acidente;tipo_acidente;condicao_metereologica;tipo_pista;tracado_via;uso_solo;acidente_fatal
PR;BR-277;NOVA LARANJEIRAS;12.0;4.0;SEGUNDA-FEIRA;4.0;0;22;21h-23h;NOITE;PLENA NOITE;VELOCIDADE INCOMPATÍVEL;TOMBAMENTO;CÉU CLARO;SIMPLES;"DECLIVE;CURVA;PONTE";NÃO;0
TO;BR-010;PALMAS;-1.0;-1.0;TERÇA-FEIRA;-1.0;0;11;09h-11h;MANHA;PLENO DIA;ACESSAR A VIA SEM OBSERVAR A PRESENÇA DOS OUTROS VEÍCULOS;SAÍDA DE LEITO CARROÇÁVEL;CÉU CLARO;MÚLTIPLA;"RETA;ACLIVE";SIM;0
MG;BR-262;LUZ;-1.0;-1.0;DOMINGO;-1.0;0;7;06h-08h;MANHA;PLENO DIA;REAÇÃO TARDIA OU INEFICIENTE DO CONDUTOR;SAÍDA DE LEITO CARROÇÁVEL;SOL;SIMPLES;"RETA;DECLIVE";NÃO;0
MG;BR-381;CAMBUI;-1.0;-1.0;TERÇA-FEIRA;-1.0;0;12;12h-14h;TARDE;PLENO DIA;DEMAIS FALHAS MECÂNICAS OU ELÉTRICAS;INCÊNDIO;CÉU CLARO;DUPLA;RETA;NÃO;0
MG;BR-116;LEOPOLDINA;-1.0;-1.0;TERÇA-FEIRA;-1.0;0;11;09h-11h;MANHA;PLENO DIA;VELOCIDADE INCOMPATÍVEL;TOMBAMENTO;CÉU CLARO;SIMPLES;CURVA;NÃO;0
SP;BR-116;CAJATI;-1.0;-1.0;TERÇA-FEIRA;-1.0;0;10;09h-11h;MANHA;PLENO DIA;REAÇÃO TARDIA OU INEFICIENTE DO CONDUTOR;SAÍDA DE LEITO CARROÇÁVEL;GAROA/CHUVISCO;MÚLTIPLA;CURVA;NÃO;0
BA;BR-415;ILHEUS;-1.0;-1.0;TERÇA-FEIRA;-1.0;0;13;12h-14h;TARDE;PLENO DIA;AFUNDAMENTO OU ONDULAÇÃO NO PAVIMENTO;TOMBAMENTO;CHUVA;SIMPLES;CURVA;NÃO;0
SC;BR-470;GASPAR;-1.0;-1.0;TERÇA-FEIRA;-1.0;0;13;12h-14h;TARDE;PLENO DIA;DEMAIS FALHAS MECÂNICAS OU ELÉTRICAS;COLISÃO TRASEIRA;CHUVA;DUPLA;RETA;NÃO;0
SC;BR-282;FLORIANOPOLIS;-1.0;-1.0;TERÇA-FEIRA;-1.0;0;12;12h-14h;TARDE;PLENO DIA;DEMAIS FALHAS MECÂNICAS OU ELÉTRICAS;INCÊNDIO;CHUVA;MÚLTIPLA;RETA;SIM;0
BA;BR-324;SAO SEBASTIAO DO PASSE;-1.0;-1.0;SEGUNDA-FEIRA;-1.0;0;16;15h-17h;TARDE;PLENO DIA;FREAR BRUSCAMENTE;COLISÃO TRASEIRA;CÉU CLARO;DUPLA;"DECLIVE;RETA";NÃO;0
ES;BR-101;SERRA;-1.0;-1.0;TERÇA-FEIRA;-1.0;0;15;15h-17h;TARDE;PLENO DIA;CONDUTOR DEIXOU DE MANTER DISTÂNCIA DO VEÍCULO DA FRENTE;COLISÃO TRASEIRA;NUBLADO;DUPLA;RETA;SIM;0
RJ;BR-116;PORTO REAL;-1.0;-1.0;TERÇA-FEIRA;-1.0;0;12;12h-14h;TARDE;PLENO DIA;AUSÊNCIA DE REAÇÃO DO CONDUTOR;COLISÃO LATERAL MESMO SENTIDO;CÉU CLARO;DUPLA;RETA;SIM;0
MS;BR-163;CAMPO GRANDE;-1.0;-1.0;TERÇA-FEIRA;-1.0;0;13;12h-14h;TARDE;PLENO DIA;INGESTÃO DE ÁLCOOL PELO CONDUTOR;DERRAMAMENTO DE CARGA;CÉU CLARO;SIMPLES;RETA;NÃO;0
PR;BR-277;PALMEIRA;-1.0;-1.0;TERÇA-FEIRA;-1.0;0;15;15h-17h;TARDE;PLENO DIA;REAÇÃO TARDIA OU INEFICIENTE DO CONDUTOR;COLISÃO FRONTAL;CÉU CLARO;SIMPLES;RETA;NÃO;1
MG;BR-153;PRATA;-1.0;-1.0;TERÇA-FEIRA;-1.0;0;9;09h-11h;MANHA;PLENO DIA;REAÇÃO TARDIA OU INEFICIENTE DO CONDUTOR;COLISÃO COM OBJETO;SOL;SIMPLES;"DECLIVE;PONTE;RETA";NÃO;0
SC;BR-470;BLUMENAU;-1.0;-1.0;TERÇA-FEIRA;-1.0;0;11;09h-11h;MANHA;PLENO DIA;AUSÊNCIA DE REAÇÃO DO CONDUTOR;COLISÃO COM OBJETO;GAROA/CHUVISCO;DUPLA;RETA;NÃO;0
RJ;BR-493;MAGE;9.0;3.0;SEXTA-FEIRA;4.0;0;14;12h-14h;TARDE;PLENO DIA;CONDUTOR DEIXOU DE MANTER DISTÂNCIA DO VEÍCULO DA FRENTE;COLISÃO TRASEIRA;CÉU CLARO;SIMPLES;RETA;NÃO;0
PR;BR-116;MANDIRITUBA;-1.0;-1.0;TERÇA-FEIRA;-1.0;0;16;15h-17h;TARDE;PLENO DIA;ACESSAR A VIA SEM OBSERVAR A PRESENÇA DOS OUTROS VEÍCULOS;COLISÃO TRANSVERSAL;SOL;SIMPLES;ROTATÓRIA;NÃO;0
BA;BR-116;ANTONIO CARDOSO;9.0;3.0;SEXTA-FEIRA;4.0;0;6;06h-08h;MANHA;AMANHECER;AVARIAS E/OU DESGASTE EXCESSIVO NO PNEU;COLISÃO COM OBJETO;CÉU CLARO;DUPLA;RETA;NÃO;0
RS;BR-386;SOLEDADE;-1.0;-1.0;TERÇA-FEIRA;-1.0;0;16;15h-17h;TARDE;PLENO DIA;REAÇÃO TARDIA OU INEFICIENTE DO CONDUTOR;COLISÃO TRASEIRA;CÉU CLARO;SIMPLES;"RETA;EM OBRAS";NÃO;0
MG;BR-116;CAMPANARIO;-1.0;-1.0;TERÇA-FEIRA;-1.0;0;15;15h-17h;TARDE;PLENO DIA;CONDUTOR DEIXOU DE MANTER DISTÂNCIA DO VEÍCULO DA FRENTE;COLISÃO TRASEIRA;CHUVA;SIMPLES;RETA;SIM;0
GO;BR-414;ANAPOLIS;-1.0;-1.0;TERÇA-FEIRA;-1.0;0;17;15h-17h;TARDE;PLENO DIA;ACESSAR A VIA SEM OBSERVAR A PRESENÇA DOS OUTROS VEÍCULOS;COLISÃO LATERAL MESMO SENTIDO;CÉU CLARO;SIMPLES;ACLIVE;SIM;0
MG;BR-040;RIBEIRAO DAS NEVES;-1.0;-1.0;TERÇA-FEIRA;-1.0;0;18;18h-20h;NOITE;ANOITECER;TRAFEGAR COM MOTOCICLETA (OU SIMILAR) ENTRE AS FAIXAS;COLISÃO LATERAL MESMO SENTIDO;NUBLADO;DUPLA;RETA;SIM;0
PR;BR-116;CURITIBA;-1.0;-1.0;TERÇA-FEIRA;-1.0;0;18;18h-20h;NOITE;PLENA NOITE;REAÇÃO TARDIA OU INEFICIENTE DO CONDUTOR;COLISÃO TRASEIRA;CÉU CLARO;SIMPLES;"RETA;ACLIVE";SIM;0
MG;BR-153;PRATA;-1.0;-1.0;TERÇA-FEIRA;-1.0;0;15;15h-17h;TARDE;PLENO DIA;REAÇÃO TARDIA OU INEFICIENTE DO CONDUTOR;COLISÃO LATERAL SENTIDO OPOSTO;CÉU CLARO;SIMPLES;CURVA;NÃO;0
ES;BR-262;IBATIBA;-1.0;-1.0;TERÇA-FEIRA;-1.0;0;15;15h-17h;TARDE;PLENO DIA;AUSÊNCIA DE REAÇÃO DO CONDUTOR;COLISÃO LATERAL SENTIDO OPOSTO;NUBLADO;SIMPLES;CURVA;SIM;0
SP;BR-381;ATIBAIA;-1.0;-1.0;TERÇA-FEIRA;-1.0;0;19;18h-20h;NOITE;PLENA NOITE;REAÇÃO TARDIA OU INEFICIENTE DO CONDUTOR;COLISÃO TRASEIRA;CÉU CLARO;DUPLA;"RETA;ACLIVE";NÃO;0
MT;BR-070;VARZEA GRANDE;-1.0;-1.0;TERÇA-FEIRA;-1.0;0;18;18h-20h;NOITE;ANOITECER;DEFICIÊNCIA DO SISTEMA DE ILUMINAÇÃO/SINALIZAÇÃO;COLISÃO TRASEIRA;CÉU CLARO;SIMPLES;RETA;SIM;0
SP;BR-116;CAJATI;-1.0;-1.0;TERÇA-FEIRA;-1.0;0;20;18h-20h;NOITE;PLENA NOITE;DEMAIS FALHAS MECÂNICAS OU ELÉTRICAS;INCÊNDIO;NUBLADO;MÚLTIPLA;RETA;NÃO;0
BA;BR-101;SANTO ANTONIO DE JESUS;-1.0;-1.0;TERÇA-FEIRA;-1.0;0;17;15h-17h;TARDE;ANOITECER;INGESTÃO DE ÁLCOOL PELO CONDUTOR;COLISÃO FRONTAL;IGNORADO;SIMPLES;"CURVA;DECLIVE";NÃO;0
BA;BR-324;CAEM;-1.0;-1.0;TERÇA-FEIRA;-1.0;0;18;18h-20h;NOITE;PLENA NOITE;ACESSAR A VIA SEM OBSERVAR A PRESENÇA DOS OUTROS VEÍCULOS;ATROPELAMENTO DE PEDESTRE;CÉU CLARO;SIMPLES;ACLIVE;NÃO;0
RJ;BR-493;ITABORAI;-1.0;-1.0;QUARTA-FEIRA;-1.0;0;13;12h-14h;TARDE;PLENO DIA;AUSÊNCIA DE REAÇÃO DO CONDUTOR;COLISÃO TRASEIRA;CÉU CLARO;DUPLA;"RETA;VIADUTO";SIM;0
GO;BR-153;NOVA GLORIA;-1.0;-1.0;TERÇA-FEIRA;-1.0;0;21;21h-23h;NOITE;PLENA NOITE;AUSÊNCIA DE SINALIZAÇÃO;COLISÃO TRASEIRA;CÉU CLARO;SIMPLES;RETA;NÃO;1
SC;BR-282;PALHOCA;-1.0;-1.0;TERÇA-FEIRA;-1.0;0;22;21h-23h;NOITE;PLENA NOITE;CONVERSÃO PROIBIDA;COLISÃO TRANSVERSAL;CHUVA;SIMPLES;RETA;SIM;0
BA;BR-116;RAFAEL JAMBEIRO;-1.0;-1.0;TERÇA-FEIRA;-1.0;0;21;21h-23h;NOITE;PLENA NOITE;CONDUTOR DORMINDO;COLISÃO TRASEIRA;GAROA/CHUVISCO;DUPLA;ACLIVE;NÃO;0
RS;BR-386;POUSO NOVO;-1.0;-1.0;TERÇA-FEIRA;-1.0;0;20;18h-20h;NOITE;PLENA NOITE;REAÇÃO TARDIA OU INEFICIENTE DO CONDUTOR;CAPOTAMENTO;CÉU CLARO;SIMPLES;"CURVA;DECLIVE";NÃO;0
RO;BR-364;OURO PRETO DO OESTE;-1.0;-1.0;TERÇA-FEIRA;-1.0;0;15;15h-17h;TARDE;PLENO DIA;ACESSAR A VIA SEM OBSERVAR A PRESENÇA DOS OUTROS VEÍCULOS;COLISÃO TRANSVERSAL;CÉU CLARO;SIMPLES;INTERSEÇÃO DE VIAS;SIM;0
BA;BR-324;FEIRA DE SANTANA;-1.0;-1.0;QUARTA-FEIRA;-1.0;0;2;00h-02h;MADRUGADA;PLENA NOITE;DEMAIS FALHAS MECÂNICAS OU ELÉTRICAS;TOMBAMENTO;CÉU CLARO;DUPLA;RETA;SIM;0
MG;BR-365;JEQUITAI;-1.0;-1.0;TERÇA-FEIRA;-1.0;0;23;21h-23h;NOITE;PLENA NOITE;CHUVA;SAÍDA DE LEITO CARROÇÁVEL;NUBLADO;SIMPLES;"DECLIVE;RETA";NÃO;0
MG;BR-365;JEQUITAI;-1.0;-1.0;QUARTA-FEIRA;-1.0;0;0;00h-02h;MADRUGADA;PLENA NOITE;AUSÊNCIA DE REAÇÃO DO CONDUTOR;COLISÃO COM OBJETO;CÉU CLARO;SIMPLES;RETA;NÃO;0
MG;BR-050;UBERABA;-1.0;-1.0;QUARTA-FEIRA;-1.0;0;3;03h-05h;MADRUGADA;PLENA NOITE;AUSÊNCIA DE REAÇÃO DO CONDUTOR;SAÍDA DE LEITO CARROÇÁVEL;CÉU CLARO;DUPLA;"RETORNO REGULAMENTADO;DECLIVE";NÃO;0
SC;BR-101;BALNEARIO CAMBORIU;-1.0;-1.0;QUARTA-FEIRA;-1.0;0;3;03h-05h;MADRUGADA;PLENA NOITE;MANOBRA DE MUDANÇA DE FAIXA;COLISÃO LATERAL MESMO SENTIDO;CÉU CLARO;DUPLA;"EM OBRAS;TÚNEL;RETA";NÃO;0
MT;BR-163;SORRISO;-1.0;-1.0;QUARTA-FEIRA;-1.0;0;5;03h-05h;MADRUGADA;AMANHECER;ACESSAR A VIA SEM OBSERVAR A PRESENÇA DOS OUTROS VEÍCULOS;COLISÃO TRANSVERSAL;CÉU CLARO;SIMPLES;"RETORNO REGULAMENTADO;INTERSEÇÃO DE VIAS;RETA";NÃO;0
PR;BR-116;CURITIBA;-1.0;-1.0;QUARTA-FEIRA;-1.0;0;7;06h-08h;MANHA;PLENO DIA;TRAFEGAR COM MOTOCICLETA (OU SIMILAR) ENTRE AS FAIXAS;COLISÃO LATERAL MESMO SENTIDO;CÉU CLARO;DUPLA;RETA;SIM;0
PR;BR-376;SARANDI;-1.0;-1.0;QUARTA-FEIRA;-1.0;0;7;06h-08h;MANHA;PLENO DIA;CONDUTOR DEIXOU DE MANTER DISTÂNCIA DO VEÍCULO DA FRENTE;COLISÃO TRASEIRA;CÉU CLARO;DUPLA;"RETA;ACLIVE";NÃO;0
MT;BR-070;PRIMAVERA DO LESTE;-1.0;-1.0;TERÇA-FEIRA;-1.0;0;21;21h-23h;NOITE;PLENA NOITE;ACOSTAMENTO EM DESNÍVEL;SAÍDA DE LEITO CARROÇÁVEL;CÉU CLARO;SIMPLES;RETA;NÃO;0
SC;BR-116;MAFRA;-1.0;-1.0;QUARTA-FEIRA;-1.0;0;8;06h-08h;MANHA;PLENO DIA;ACESSAR A VIA SEM OBSERVAR A PRESENÇA DOS OUTROS VEÍCULOS;COLISÃO TRANSVERSAL;CÉU CLARO;SIMPLES;"RETA;RETORNO REGULAMENTADO";SIM;0
MG;BR-381;CONTAGEM;-1.0;-1.0;QUARTA-FEIRA;-1.0;0;7;06h-08h;MANHA;PLENO DIA;TRAFEGAR COM MOTOCICLETA (OU SIMILAR) ENTRE AS FAIXAS;COLISÃO LATERAL MESMO SENTIDO;SOL;DUPLA;CURVA;SIM;0
TO;BR-010;APARECIDA DO RIO NEGRO;-1.0;-1.0;QUARTA-FEIRA;-1.0;0;8;06h-08h;MANHA;PLENO DIA;CONDUTOR DEIXOU DE MANTER DISTÂNCIA DO VEÍCULO DA FRENTE;COLISÃO TRASEIRA;CÉU CLARO;SIMPLES;RETA;NÃO;0
BA;BR-407;SENHOR DO BONFIM;-1.0;-1.0;QUARTA-FEIRA;-1.0;0;6;06h-08h;MANHA;AMANHECER;SINALIZAÇÃO MAL POSICIONADA;SAÍDA DE LEITO CARROÇÁVEL;CÉU CLARO;SIMPLES;CURVA;NÃO;0
GO;BR-153;GOIANIA;-1.0;-1.0;QUARTA-FEIRA;-1.0;0;10;09h-11h;MANHA;PLENO DIA;MANOBRA DE MUDANÇA DE FAIXA;COLISÃO TRANSVERSAL;CÉU CLARO;DUPLA;"RETA;DECLIVE";SIM;0
PR;BR-373;IMBITUVA;-1.0;-1.0;QUARTA-FEIRA;-1.0;0;10;09h-11h;MANHA;PLENO DIA;REAÇÃO TARDIA OU INEFICIENTE DO CONDUTOR;COLISÃO TRANSVERSAL;CÉU CLARO;DUPLA;"INTERSEÇÃO DE VIAS;RETA;ROTATÓRIA;ACLIVE";NÃO;0
BA;BR-242;ITABERABA;-1.0;-1.0;QUARTA-FEIRA;-1.0;0;2;00h-02h;MADRUGADA;PLENA NOITE;REAÇÃO TARDIA OU INEFICIENTE DO CONDUTOR;SAÍDA DE LEITO CARROÇÁVEL;CHUVA;SIMPLES;RETA;NÃO;0
SC;BR-101;ITAJAI;-1.0;-1.0;QUARTA-FEIRA;-1.0;0;8;06h-08h;MANHA;PLENO DIA;REAÇÃO TARDIA OU INEFICIENTE DO CONDUTOR;COLISÃO LATERAL MESMO SENTIDO;SOL;MÚLTIPLA;RETA;SIM;0
SP;BR-116;CRUZEIRO;-1.0;-1.0;TERÇA-FEIRA;-1.0;0;11;09h-11h;MANHA;PLENO DIA;DEMAIS FALHAS MECÂNICAS OU ELÉTRICAS;INCÊNDIO;CÉU CLARO;MÚLTIPLA;RETA;NÃO;0
GO;BR-080;PADRE BERNARDO;-1.0;-1.0;QUARTA-FEIRA;-1.0;0;8;06h-08h;MANHA;PLENO DIA;VELOCIDADE INCOMPATÍVEL;TOMBAMENTO;CÉU CLARO;SIMPLES;CURVA;NÃO;0
PR;BR-369;CORBELIA;-1.0;-1.0;QUARTA-FEIRA;-1.0;0;12;12h-14h;TARDE;PLENO DIA;AUSÊNCIA DE REAÇÃO DO CONDUTOR;COLISÃO TRASEIRA;SOL;DUPLA;"RETA;ACLIVE";SIM;0
AL;BR-101;SAO MIGUEL DOS CAMPOS;2.0;1.0;QUARTA-FEIRA;1.0;0;11;09h-11h;MANHA;PLENO DIA;AUSÊNCIA DE REAÇÃO DO CONDUTOR;COLISÃO LATERAL MESMO SENTIDO;CHUVA;DUPLA;CURVA;NÃO;0
GO;BR-060;GUAPO;-1.0;-1.0;QUARTA-FEIRA;-1.0;0;12;12h-14h;TARDE;PLENO DIA;AUSÊNCIA DE REAÇÃO DO CONDUTOR;COLISÃO LATERAL MESMO SENTIDO;SOL;DUPLA;RETA;SIM;0
SP;BR-381;VARGEM;-1.0;-1.0;QUARTA-FEIRA;-1.0;0;13;12h-14h;TARDE;PLENO DIA;MAL SÚBITO DO CONDUTOR;SAÍDA DE LEITO CARROÇÁVEL;CÉU CLARO;DUPLA;"DECLIVE;RETA";NÃO;1
ES;BR-101;CARIACICA;-1.0;-1.0;QUARTA-FEIRA;-1.0;0;13;12h-14h;TARDE;PLENO DIA;REAÇÃO TARDIA OU INEFICIENTE DO CONDUTOR;COLISÃO LATERAL MESMO SENTIDO;CÉU CLARO;MÚLTIPLA;DECLIVE;SIM;0
MA;BR-222;PINDARE-MIRIM;-1.0;-1.0;QUARTA-FEIRA;-1.0;0;6;06h-08h;MANHA;PLENO DIA;DEMAIS FALHAS MECÂNICAS OU ELÉTRICAS;INCÊNDIO;CÉU CLARO;SIMPLES;RETA;NÃO;0
SC;BR-470;ILHOTA;-1.0;-1.0;QUARTA-FEIRA;-1.0;0;10;09h-11h;MANHA;PLENO DIA;REAÇÃO TARDIA OU INEFICIENTE DO CONDUTOR;COLISÃO TRASEIRA;CÉU CLARO;DUPLA;"RETA;ACLIVE";NÃO;0
MT;BR-163;GUARANTA DO NORTE;-1.0;-1.0;QUARTA-FEIRA;-1.0;0;12;12h-14h;TARDE;PLENO DIA;CONDUTOR DEIXOU DE MANTER DISTÂNCIA DO VEÍCULO DA FRENTE;COLISÃO TRASEIRA;CÉU CLARO;SIMPLES;RETA;NÃO;0
MT;BR-364;ROSARIO OESTE;-1.0;-1.0;QUARTA-FEIRA;-1.0;0;10;09h-11h;MANHA;PLENO DIA;AUSÊNCIA DE REAÇÃO DO CONDUTOR;SAÍDA DE LEITO CARROÇÁVEL;CÉU CLARO;SIMPLES;RETA;NÃO;0
MG;BR-040;ALFREDO VASCONCELOS;-1.0;-1.0;QUARTA-FEIRA;-1.0;0;15;15h-17h;TARDE;PLENO DIA;TRANSITAR NA CONTRAMÃO;COLISÃO FRONTAL;NUBLADO;SIMPLES;RETA;NÃO;1
MS;BR-376;NOVA ANDRADINA;-1.0;-1.0;QUARTA-FEIRA;-1.0;0;14;12h-14h;TARDE;PLENO DIA;REAÇÃO TARDIA OU INEFICIENTE DO CONDUTOR;COLISÃO TRASEIRA;CÉU CLARO;SIMPLES;RETA;NÃO;0
GO;BR-020;FORMOSA;9.0;3.0;DOMINGO;2.0;0;11;09h-11h;MANHA;PLENO DIA;PROBLEMA COM O FREIO;COLISÃO TRASEIRA;CÉU CLARO;SIMPLES;RETA;SIM;0
RS;BR-470;BARAO;-1.0;-1.0;QUARTA-FEIRA;-1.0;0;15;15h-17h;TARDE;PLENO DIA;ACESSAR A VIA SEM OBSERVAR A PRESENÇA DOS OUTROS VEÍCULOS;COLISÃO TRANSVERSAL;CÉU CLARO;SIMPLES;RETA;NÃO;0
BA;BR-116;BREJOES;-1.0;-1.0;QUARTA-FEIRA;-1.0;0;16;15h-17h;TARDE;PLENO DIA;ACUMULO DE ÓLEO SOBRE O PAVIMENTO;COLISÃO FRONTAL;CHUVA;SIMPLES;"CURVA;DECLIVE";NÃO;0
MT;BR-174;COMODORO;-1.0;-1.0;QUARTA-FEIRA;-1.0;0;11;09h-11h;MANHA;PLENO DIA;INGESTÃO DE ÁLCOOL PELO CONDUTOR;SAÍDA DE LEITO CARROÇÁVEL;CÉU CLARO;SIMPLES;"RETA;DECLIVE";NÃO;0
SC;BR-101;ITAJAI;-1.0;-1.0;QUARTA-FEIRA;-1.0;0;17;15h-17h;TARDE;ANOITECER;TRAFEGAR COM MOTOCICLETA (OU SIMILAR) ENTRE AS FAIXAS;COLISÃO LATERAL MESMO SENTIDO;NUBLADO;MÚLTIPLA;"RETA;VIADUTO;DECLIVE";SIM;0
RS;BR-285;VACARIA;-1.0;-1.0;QUARTA-FEIRA;-1.0;0;18;18h-20h;NOITE;ANOITECER;ACESSAR A VIA SEM OBSERVAR A PRESENÇA DOS OUTROS VEÍCULOS;COLISÃO TRANSVERSAL;CÉU CLARO;SIMPLES;RETA;SIM;0
ES;BR-101;ITAPEMIRIM;2.0;1.0;SEXTA-FEIRA;2.0;0;11;09h-11h;MANHA;PLENO DIA;AUSÊNCIA DE REAÇÃO DO CONDUTOR;COLISÃO COM OBJETO;CÉU CLARO;SIMPLES;CURVA;NÃO;0
PB;BR-230;CAMPINA GRANDE;-1.0;-1.0;QUARTA-FEIRA;-1.0;0;18;18h-20h;NOITE;PLENA NOITE;AUSÊNCIA DE REAÇÃO DO CONDUTOR;ATROPELAMENTO DE PEDESTRE;CÉU CLARO;SIMPLES;"DECLIVE;RETA";NÃO;1
BA;BR-116;EUCLIDES DA CUNHA;-1.0;-1.0;QUARTA-FEIRA;-1.0;0;19;18h-20h;NOITE;PLENA NOITE;AUSÊNCIA DE REAÇÃO DO CONDUTOR;SAÍDA DE LEITO CARROÇÁVEL;CÉU CLARO;SIMPLES;RETA;NÃO;0
MG;BR-251;MONTES CLAROS;-1.0;-1.0;QUARTA-FEIRA;-1.0;0;20;18h-20h;NOITE;PLENA NOITE;REAÇÃO TARDIA OU INEFICIENTE DO CONDUTOR;COLISÃO COM OBJETO;CÉU CLARO;SIMPLES;DECLIVE;NÃO;1
MA;BR-135;SAO LUIS;-1.0;-1.0;QUARTA-FEIRA;-1.0;0;18;18h-20h;NOITE;PLENA NOITE;ACESSAR A VIA SEM OBSERVAR A PRESENÇA DOS OUTROS VEÍCULOS;COLISÃO TRANSVERSAL;CÉU CLARO;MÚLTIPLA;RETA;SIM;0
RS;BR-290;BUTIA;-1.0;-1.0;QUARTA-FEIRA;-1.0;0;22;21h-23h;NOITE;PLENA NOITE;ACESSAR A VIA SEM OBSERVAR A PRESENÇA DOS OUTROS VEÍCULOS;COLISÃO LATERAL MESMO SENTIDO;CÉU CLARO;SIMPLES;RETA;SIM;0
MG;BR-381;POUSO ALEGRE;-1.0;-1.0;QUARTA-FEIRA;-1.0;0;23;21h-23h;NOITE;PLENA NOITE;DEMAIS FALHAS MECÂNICAS OU ELÉTRICAS;INCÊNDIO;CÉU CLARO;DUPLA;"RETA;ACLIVE";NÃO;0
RO;BR-364;PORTO VELHO;-1.0;-1.0;QUINTA-FEIRA;-1.0;0;0;00h-02h;MADRUGADA;PLENA NOITE;AUSÊNCIA DE REAÇÃO DO CONDUTOR;COLISÃO TRASEIRA;CÉU CLARO;DUPLA;RETA;NÃO;0
MT;BR-163;MATUPA;-1.0;-1.0;QUINTA-FEIRA;-1.0;0;2;00h-02h;MADRUGADA;PLENA NOITE;AUSÊNCIA DE REAÇÃO DO CONDUTOR;COLISÃO FRONTAL;CÉU CLARO;SIMPLES;RETA;NÃO;0
RJ;BR-040;AREAL;-1.0;-1.0;QUINTA-FEIRA;-1.0;0;1;00h-02h;MADRUGADA;PLENA NOITE;VELOCIDADE INCOMPATÍVEL;TOMBAMENTO;NUBLADO;DUPLA;"DECLIVE;RETA";NÃO;0
MT;BR-364;SANTO ANTONIO DO LEVERGER;-1.0;-1.0;QUINTA-FEIRA;-1.0;0;3;03h-05h;MADRUGADA;PLENA NOITE;REAÇÃO TARDIA OU INEFICIENTE DO CONDUTOR;SAÍDA DE LEITO CARROÇÁVEL;CÉU CLARO;DUPLA;"CURVA;DECLIVE";NÃO;0
MG;BR-251;RUBELITA;-1.0;-1.0;QUINTA-FEIRA;-1.0;0;3;03h-05h;MADRUGADA;PLENA NOITE;AUSÊNCIA DE REAÇÃO DO CONDUTOR;TOMBAMENTO;CÉU CLARO;SIMPLES;"CURVA;DECLIVE";NÃO;0
RJ;BR-101;RIO DE JANEIRO;-1.0;-1.0;QUINTA-FEIRA;-1.0;0;9;09h-11h;MANHA;PLENO DIA;DEMAIS FALHAS MECÂNICAS OU ELÉTRICAS;COLISÃO TRASEIRA;CÉU CLARO;DUPLA;RETA;SIM;0
SP;BR-116;CAJATI;-1.0;-1.0;QUINTA-FEIRA;-1.0;0;6;06h-08h;MANHA;AMANHECER;REAÇÃO TARDIA OU INEFICIENTE DO CONDUTOR;TOMBAMENTO;CÉU CLARO;DUPLA;"CURVA;DECLIVE";NÃO;0
SP;BR-116;CAJATI;-1.0;-1.0;QUINTA-FEIRA;-1.0;0;7;06h-08h;MANHA;PLENO DIA;REAÇÃO TARDIA OU INEFICIENTE DO CONDUTOR;COLISÃO TRASEIRA;CÉU CLARO;DUPLA;DECLIVE;NÃO;0
BA;BR-116;VITORIA DA CONQUISTA;-1.0;-1.0;QUINTA-FEIRA;-1.0;0;7;06h-08h;MANHA;PLENO DIA;DEMAIS FALHAS MECÂNICAS OU ELÉTRICAS;COLISÃO COM OBJETO;GAROA/CHUVISCO;SIMPLES;CURVA;NÃO;0
PR;BR-277;NOVA LARANJEIRAS;-1.0;-1.0;QUINTA-FEIRA;-1.0;0;4;03h-05h;MADRUGADA;AMANHECER;AUSÊNCIA DE REAÇÃO DO CONDUTOR;COLISÃO COM OBJETO;CÉU CLARO;SIMPLES;CURVA;NÃO;0
RS;BR-101;OSORIO;-1.0;-1.0;QUINTA-FEIRA;-1.0;0;8;06h-08h;MANHA;PLENO DIA;REAÇÃO TARDIA OU INEFICIENTE DO CONDUTOR;COLISÃO LATERAL MESMO SENTIDO;SOL;DUPLA;RETA;NÃO;0
PR;BR-487;ICARAIMA;-1.0;-1.0;QUINTA-FEIRA;-1.0;0;7;06h-08h;MANHA;PLENO DIA;AUSÊNCIA DE REAÇÃO DO CONDUTOR;COLISÃO TRASEIRA;CÉU CLARO;SIMPLES;ACLIVE;NÃO;0
RN;BR-101;SAO JOSE DE MIPIBU;-1.0;-1.0;QUINTA-FEIRA;-1.0;0;8;06h-08h;MANHA;PLENO DIA;REAÇÃO TARDIA OU INEFICIENTE DO CONDUTOR;COLISÃO TRANSVERSAL;GAROA/CHUVISCO;DUPLA;"RETA;INTERSEÇÃO DE VIAS";SIM;0
RJ;BR-040;DUQUE DE CAXIAS;-1.0;-1.0;QUINTA-FEIRA;-1.0;0;7;06h-08h;MANHA;PLENO DIA;AUSÊNCIA DE REAÇÃO DO CONDUTOR;COLISÃO TRASEIRA;CÉU CLARO;MÚLTIPLA;RETA;SIM;0
